Date,Close,High,Low,Open,Volume,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Mid,BB_Width,BB_Pct,ATR,OBV,sentiment,news_volume,Target,sentiment_lag1,return_lag1,sentiment_lag2,return_lag2,sentiment_lag3,return_lag3,volatility_7d
2026-04-01,68078.5546875,69230.359375,67555.359375,68232.890625,36465393617,47.503705222406786,-546.7181467858463,-189.10237979264102,-357.6157669932053,74815.30738084203,64699.15121290797,69757.229296875,0.14501946636787144,0.33406003411690877,2584.2917423763474,-39315880995.0,0.0,0.0,0,0.0,-0.002268068291422898,0.0,0.02079891009259649,0.0,0.03219824619798328,0.022089281883129128
2026-04-02,66888.5703125,68633.1484375,65725.2578125,68077.8984375,39323384518,44.05131717124713,-617.2697754366964,-274.7358589214521,-342.53391651524424,74733.26954094612,64373.2195215539,69553.24453125,0.14895135502611215,0.24279330565371765,2608.5690803923853,-78639265513.0,0.0,0.0,1,0.0,-0.017479577533077273,0.0,-0.019708000948949977,0.0,0.0029557763979521923,0.019011367061986258
2026-04-03,66931.1015625,67296.234375,66281.5390625,66889.015625,22815543346,44.20738751556739,-662.1180483063072,-352.21229679842315,-309.905751507884,74583.67763717548,64094.45908157452,69339.068359375,0.15127429317678118,0.27043410964211345,2489.4202561395355,-55823722167.0,0.0,0.0,1,0.0,0.0006358522809097877,0.0,-0.016854839681411216,0.0,-0.019084680045395763,0.012832400247771842
2026-04-04,67290.515625,67515.015625,66769.640625,66938.6484375,15878814963,45.58869779455251,-661.0388719414041,-413.97761182701936,-247.0612601143847,74120.18833187026,64008.008543129734,69064.0984375,0.14641731402447264,0.3246092484950866,2359.477622519445,-39944907204.0,0.0,0.0,1,0.0,0.005369911059425414,0.0,0.006009177810530675,0.0,-0.011575437611995754,0.012890888639088147
2026-04-05,68981.8984375,69087.65625,66610.6328125,67291.1953125,22972648674,51.654672357604596,-517.7350322316634,-434.7290959079482,-83.00593632371516,73027.70605555363,64512.57206944639,68770.1390625,0.12382022346019217,0.5248685898948253,2368.208671604833,-16972258530.0,0.0,0.0,0,0.0,0.02513553056906015,0.0,0.03064041719207289,0.0,0.031295752252142206,0.01490430236383109
2026-04-06,68859.828125,70305.421875,68347.078125,68982.9140625,39542143229,51.21093398302857,-409.2976325191121,-429.642803230181,20.34517071106893,72019.86581205243,65014.14746919756,68517.006640625,0.10224787518229167,0.5489345228565528,2337.851287369131,-56514401759.0,0.0,0.0,1,0.0,-0.0017695992030517527,0.0,0.023321451551144845,0.0,0.02881659673117687,0.01503435885537628
2026-04-07,71940.703125,72732.4296875,67740.5078125,68859.375,44650511480,60.446284229791175,-73.90738906890329,-358.4957203979255,284.5883313290222,72180.16087303366,64923.36490821635,68551.762890625,0.10585863380925156,0.9670022763221389,2533.9125546899068,-11863890279.0,0.0,0.0,0,0.0,0.04474125312086663,0.0,0.04289247983194877,0.0,0.06910613563900747,0.02063330457580679
2026-04-08,71123.359375,72825.1875,70707.46875,71950.1484375,42444631703,57.34499861927716,124.50378331025422,-261.8958196562896,386.3996029665438,72374.21935060303,64850.36346189697,68612.29140625,0.10965755165000504,0.8337474834571623,2503.242460289012,-54308521982.0,0.0,1.0,1,0.0,-0.011361353371537541,0.0,0.03287157856233747,0.0,0.031043809840058723,0.021632416639744745
2026-04-09,71767.828125,73107.265625,70486.359375,71120.5703125,38799581473,59.12575181946062,329.9458980425261,-143.52747611652646,473.4733741590526,72606.95974858545,64742.14728266455,68674.553515625,0.11452295010744377,0.8933055775682515,2511.893743146888,-15508940509.0,0.0,1.0,1,0.0,0.009061281070850802,0.0,-0.0024030207169315476,0.0,0.04223071824578417,0.018887414301966703
2026-04-10,72979.046875,73440.1171875,71434.828125,71774.3671875,37722595732,62.31039489704992,583.7661913735938,1.9312573814975813,581.8349339920961,73266.5823930747,64509.2769819253,68887.9296875,0.12712394538311184,0.967166211000404,2474.723348748664,22213655223.0,0.0,0.0,1,0.0,0.016876904061948084,0.0,0.02609111150410981,0.0,0.014433327794918016,0.01850187870373718
2026-04-11,73054.2734375,73784.234375,72556.3359375,72976.125,23287073965,62.50578768843873,781.9766177284328,157.9403294508846,624.0362882775481,73871.99180176125,64424.77382323875,69148.3828125,0.1366223994585557,0.9134434744577432,2383.419220243701,45500729188.0,0.0,0.0,0,0.0,0.0010307967248304184,0.0,0.01792509744421089,0.0,0.027148802861225896,0.01885302175902717
2026-04-12,70753.40625,73154.03125,70540.5703125,73056.046875,29882740487,53.38896570778941,744.8133115365927,275.31492586802625,469.4983856685664,73851.74409552614,64428.87621697385,69140.31015625,0.1362861673205917,0.6711895056304067,2400.234736217734,15617988701.0,0.0,0.0,1,0.0,-0.031495312720733026,0.0,-0.030496981261102563,0.0,-0.014134771826077142,0.02376676216442117
2026-04-13,74484.640625,74896.3125,70588.5234375,70757.6171875,52278211554,62.851547243037764,1004.857186326044,421.22337795962983,583.6338083664142,74596.54763851388,64080.750798986126,69338.64921875,0.15165851884931372,0.9893581993621987,2539.4401840082714,67896200255.0,0.0,0.0,0,0.0,0.05273575609654846,0.0,0.019579514245990248,0.0,0.02063049346997925,0.029779467282951385
2026-04-14,74181.609375,76061.7578125,73877.203125,74478.3984375,53540826530,61.75503660604096,1172.970467869629,571.5727959416297,601.3976719279992,75110.5898082732,63853.881285476804,69482.235546875,0.16200843905205456,0.9174731733177698,2513.5821143625976,14355373725.0,0.0,0.0,1,0.0,-0.004068372317531099,0.0,0.048452835088770074,0.0,0.015431485174710158,0.02624609400232497
2026-04-15,74805.078125,75409.2734375,73549.203125,74182.0234375,38090174312,63.178386417350325,1341.0513668810454,725.4685101295129,615.5828567515325,75878.97932433886,63686.837081911144,69782.908203125,0.1747153071772054,0.9119185801817696,2466.033407696425,52445548037.0,0.6124,1.0,1,0.0,0.008404626904874313,0.0,0.00430206143590417,0.0,0.057264689995048856,0.025277684008563027
2026-04-16,75152.1328125,75506.5703125,73346.265625,74810.875,41312783855,63.98195951365789,1485.1413184782286,877.403071799256,607.7382466789726,76541.48285529132,63905.70933220869,70223.59609375,0.17993629244240936,0.8900463006674421,2443.8185158438187,93758331892.0,-0.022999999999999993,2.0,1,0.6124,0.004639453579876829,0.0,0.013083073361132458,0.0,0.008961474230110733,0.025287603908425348
2026-04-17,77126.875,78320.6796875,74558.6015625,75164.0390625,54137194839,68.23041685233495,1738.636910117304,1049.6498394628657,688.9870706544384,77510.09789938714,64017.81225686286,70763.955078125,0.19066607607825894,0.9715968880632562,2539.4880203732455,147895526731.0,0.14049999999999999,3.0,0,-0.022999999999999993,0.02627659540184779,0.6124,0.031037958026328916,0.0,0.03970344738830356,0.026142374101186812
2026-04-18,75726.2109375,77416.703125,75504.9453125,77136.046875,26014416776,62.59103410345794,1805.6971560155216,1200.8593027733968,604.8378532421248,77947.33893372929,64557.7001287707,71252.51953125,0.18791811002677802,0.8341159139104828,2493.984074964975,121881109955.0,0.2787,2.0,0,0.14049999999999999,-0.01816051878803593,-0.022999999999999993,0.007638880009330995,0.6124,0.012313773818413587,0.027964513251849583
2026-04-19,73856.3515625,76243.09375,73802.3828125,75723.6953125,30931515195,55.94346921624445,1688.496918117933,1298.3868258423042,390.11009227562886,78039.4445246891,65182.08516281091,71610.76484375,0.17954506406867884,0.6746538037513454,2490.1264169693627,90949594760.0,-0.3609,3.0,1,0.2787,-0.024692366775663332,0.14049999999999999,-0.04240445937294879,-0.022999999999999993,-0.01724210879327792,0.026547832665931515
2026-04-21,75770.0,76178.1171875,75735.2578125,75854.796875,38449037312,60.560090604703994,1730.086955598541,1384.7268517935518,345.3601038049892,78466.05909774198,65509.13933975801,71987.59921875,0.17998821878489857,0.7919212939417423,2477.946925240095,129398632072.0,0.0,0.0,0,-0.3609,0.025910411183533766,0.2787,0.0005782550316182355,0.14049999999999999,-0.01759276516778363,0.01984165397382139
